id,budget,revenue,release_date,adjusted_revenue,year,cost_per_ticket,adjusted_budget,num_of_ticket_sold
37056,30000000,82148538,2010-05-14,97557896.20532319,2010,7.89,35627376.42585551,10411728.517110266
37080,7000000,0,2009-11-07,0.0,2009,7.5,8745333.333333332,0.0
37206,6000000,0,2009-10-01,0.0,2009,7.5,7495999.999999999,0.0
37232,0,0,2003-09-09,0.0,2003,6.03,0.0,0.0
37414,13000000,0,2010-02-19,0.0,2010,7.89,15438529.784537388,0.0
37498,33000000,0,1998-09-04,0.0,1998,4.69,65929637.52665244,0.0
37532,1,0,1998-10-07,0.0,1998,4.69,1.9978678038379527,0.0
37694,0,0,2004-07-02,0.0,2004,6.21,0.0,0.0
37707,26000000,0,2009-10-06,0.0,2009,7.5,32482666.666666664,0.0
37718,0,0,1999-08-27,0.0,1999,5.08,0.0,0.0
37737,0,0,2010-05-21,0.0,2010,7.89,0.0,0.0
37985,0,0,2007-06-15,0.0,2007,6.88,0.0,0.0
38007,0,0,2006-01-01,0.0,2006,6.55,0.0,0.0
38031,22000000,0,2010-05-23,0.0,2010,7.89,26126742.712294042,0.0
38033,5000000,143000,2010-10-01,169823.82762991128,2010,7.89,5937896.070975918,18124.207858048165
38093,0,21520719,2010-05-14,25557558.55893536,2010,7.89,0.0,2727594.2965779467
38223,12000000,0,1996-07-10,0.0,1996,4.42,25438914.02714932,0.0
38543,25000000,5151023,2011-03-03,6086391.615384615,2011,7.93,29539722.572509456,649561.5384615385
38570,1300000,0,2010-06-08,0.0,2010,7.89,1543852.9784537388,0.0
38717,0,0,2001-01-23,0.0,2001,5.66,0.0,0.0
38780,0,0,2009-08-14,0.0,2009,7.5,0.0,0.0
38786,0,0,2005-11-25,0.0,2005,6.41,0.0,0.0
38843,15000000,27293743,2010-07-23,32413481.864385296,2010,7.89,17813688.212927755,3459283.016476553
38940,0,0,1994-09-04,0.0,1994,4.18,0.0,0.0
39037,3200000,0,2009-04-25,0.0,2009,7.5,3997866.666666666,0.0
39053,7000000,0,2010-06-18,0.0,2010,7.89,8313054.499366286,0.0
39055,0,140987,2008-12-24,183989.9986072423,2008,7.18,0.0,19636.07242339833
39180,0,0,2001-03-02,0.0,2001,5.66,0.0,0.0
39183,1000000,0,2006-01-01,0.0,2006,6.55,1430534.3511450381,0.0
39210,8000000,0,2010-09-03,0.0,2010,7.89,9500633.71356147,0.0
39269,0,0,1980-05-01,0.0,1980,2.69,0.0,0.0
39303,3500000,0,2009-04-25,0.0,2009,7.5,4372666.666666666,0.0
39349,10000000,18225518,1994-02-25,40854809.48803827,1994,4.18,22416267.94258373,4360171.770334928
39437,0,0,1998-10-16,0.0,1998,4.69,0.0,0.0
39541,0,0,2002-03-22,0.0,2002,5.81,0.0,0.0
39563,0,0,2009-04-24,0.0,2009,7.5,0.0,0.0
39780,0,0,1997-12-31,0.0,1997,4.59,0.0,0.0
39845,0,0,2010-06-30,0.0,2010,7.89,0.0,0.0
39851,0,0,2004-09-01,0.0,2004,6.21,0.0,0.0
40160,16000000,0,1979-10-19,0.0,1979,2.51,59729083.66533864,0.0
40247,3000000,0,2010-01-22,0.0,2010,7.89,3562737.6425855514,0.0
40428,0,0,2010-01-01,0.0,2010,7.89,0.0,0.0
40505,0,0,1998-05-27,0.0,1998,4.69,0.0,0.0
40658,0,0,2009-09-30,0.0,2009,7.5,0.0,0.0
40769,500000,0,2005-03-01,0.0,2005,6.41,730889.2355694226,0.0
40862,0,0,2006-01-01,0.0,2006,6.55,0.0,0.0
40880,0,0,2001-06-29,0.0,2001,5.66,0.0,0.0
40914,0,0,2009-04-10,0.0,2009,7.5,0.0,0.0
40920,200000,0,2002-01-14,0.0,2002,5.81,322547.3321858864,0.0
40932,0,0,1980-06-20,0.0,1980,2.69,0.0,0.0
41009,0,0,2009-09-11,0.0,2009,7.5,0.0,0.0
41144,0,0,2009-11-05,0.0,2009,7.5,0.0,0.0
41317,0,0,1978-11-02,0.0,1978,2.34,0.0,0.0
41382,0,0,2010-08-20,0.0,2010,7.89,0.0,0.0
41469,0,3395581,1998-08-21,6783921.955223879,1998,4.69,0.0,724004.4776119402
41488,0,0,2003-12-12,0.0,2003,6.03,0.0,0.0
41730,2000000,100590,1999-06-06,185537.06692913384,1999,5.08,3688976.3779527554,19801.181102362203
41830,0,0,1965-04-22,0.0,1965,1.01,0.0,0.0
41894,10000000,82739,2010-02-01,98259.1166032953,2010,7.89,11875792.141951837,10486.565272496831
42033,0,0,1985-03-15,0.0,1985,3.55,0.0,0.0
42057,0,0,2010-05-07,0.0,2010,7.89,0.0,0.0
42222,0,0,1977-10-02,0.0,1977,2.23,0.0,0.0
42497,27000,0,1971-01-01,0.0,1971,1.65,153327.27272727274,0.0
42586,0,0,1970-01-01,0.0,1970,1.55,0.0,0.0
42819,0,0,2009-03-21,0.0,2009,7.5,0.0,0.0
43090,10000000,0,2010-04-30,0.0,2010,7.89,11875792.141951837,0.0
43213,3200000,0,2009-10-10,0.0,2009,7.5,3997866.666666666,0.0
43418,7347125,0,2010-04-15,0.0,2010,7.89,8725292.93409379,0.0
43653,0,0,2007-01-01,0.0,2007,6.88,0.0,0.0
43743,0,0,2002-01-01,0.0,2002,5.81,0.0,0.0
43867,0,0,1937-09-03,0,1937,0,0,0
44260,0,25,2006-09-09,35.76335877862596,2006,6.55,0.0,3.816793893129771
44490,0,0,2000-01-21,0.0,2000,5.39,0.0,0.0
44562,0,0,1993-06-04,0.0,1993,4.14,0.0,0.0
44594,0,0,2010-03-13,0.0,2010,7.89,0.0,0.0
44718,7500000,0,2010-01-22,0.0,2010,7.89,8906844.106463877,0.0
44770,0,0,2009-04-22,0.0,2009,7.5,0.0,0.0
44853,0,0,2000-12-29,0.0,2000,5.39,0.0,0.0
44857,21000000,0,1999-10-22,0.0,1999,5.08,38734251.96850394,0.0
44944,0,37000000,2010-11-05,43940430.9252218,2010,7.89,0.0,4689480.354879594
44990,0,0,2009-03-14,0.0,2009,7.5,0.0,0.0
45054,0,0,2011-03-25,0.0,2011,7.93,0.0,0.0
45145,500000,0,1991-08-18,0.0,1991,4.21,1112826.6033254154,0.0
45153,0,0,1997-09-07,0.0,1997,4.59,0.0,0.0
45226,0,0,1981-11-13,0.0,1981,2.78,0.0,0.0
45650,0,0,2009-09-09,0.0,2009,7.5,0.0,0.0
45767,825000,0,2002-10-25,0.0,2002,5.81,1330507.7452667814,0.0
45791,0,92,2007-10-05,125.29651162790697,2007,6.88,0.0,13.372093023255815
45881,0,0,2004-01-01,0.0,2004,6.21,0.0,0.0
46138,7200000,12629471,2010-09-11,14998497.24588086,2010,7.89,8550570.342205323,1600693.4093789607
46252,0,0,2010-10-07,0.0,2010,7.89,0.0,0.0
46256,15000000,0,2011-06-03,0.0,2011,7.93,17723833.543505676,0.0
46415,0,0,2005-12-09,0.0,2005,6.41,0.0,0.0
46420,0,0,2009-09-13,0.0,2009,7.5,0.0,0.0
46435,0,0,1999-09-03,0.0,1999,5.08,0.0,0.0
46503,0,0,2010-12-03,0.0,2010,7.89,0.0,0.0
46727,1000000,0,1999-02-11,0.0,1999,5.08,1844488.1889763777,0.0
46729,1,0,2005-10-01,0.0,2005,6.41,1.4617784711388453,0.0
47452,0,0,1997-01-01,0.0,1997,4.59,0.0,0.0
47534,0,0,2005-05-06,0.0,2005,6.41,0.0,0.0
47546,0,0,2010-07-06,0.0,2010,7.89,0.0,0.0
47686,0,0,1997-01-01,0.0,1997,4.59,0.0,0.0
47692,0,0,1999-11-24,0.0,1999,5.08,0.0,0.0
48217,0,0,2000-01-01,0.0,2000,5.39,0.0,0.0
48463,1400000,37493,2004-12-17,56571.563607085336,2004,6.21,2112399.3558776164,6037.520128824477
48620,7000000,0,2009-10-21,0.0,2009,7.5,8745333.333333332,0.0
49020,0,864659,2011-03-18,1021671.4791929382,2011,7.93,0.0,109036.44388398487
49365,4700000,0,1988-04-22,0.0,1988,4.11,10715085.15815085,0.0
49478,0,0,1997-05-02,0.0,1997,4.59,0.0,0.0
49517,30000000,80630608,2011-09-16,95272231.64691047,2011,7.93,35447667.08701135,10167794.19924338
49787,0,0,2010-05-15,0.0,2010,7.89,0.0,0.0
49951,1200000,0,2007-03-01,0.0,2007,6.88,1634302.3255813953,0.0
49953,0,71594792,2010-08-03,85024486.82382762,2010,7.89,0.0,9074118.124207858
49963,0,0,1996-07-17,0.0,1996,4.42,0.0,0.0
50037,1100000,0,2010-12-03,0.0,2010,7.89,1306337.135614702,0.0
50497,0,1181929,2012-01-31,1391290.7952261306,2012,7.96,0.0,148483.54271356785
50698,1000000,0,2011-09-09,0.0,2011,7.93,1181588.9029003782,0.0
50837,0,3538446,2011-10-21,4180988.527112232,2011,7.93,0.0,446210.0882723834
51052,10000000,0,2011-02-22,0.0,2011,7.93,11815889.029003784,0.0
51130,0,0,1948-02-14,0.0,1948,0.4,0.0,0.0
51384,0,0,2008-01-01,0.0,2008,7.18,0.0,0.0
51820,1500000,0,2005-01-13,0.0,2005,6.41,2192667.706708268,0.0
51955,0,0,1997-09-11,0.0,1997,4.59,0.0,0.0
51995,0,89182,2011-07-15,105376.46153846155,2011,7.93,0.0,11246.153846153846
52010,0,0,2010-12-10,0.0,2010,7.89,0.0,0.0
52032,0,246574,2009-01-01,308053.1173333333,2009,7.5,0.0,32876.53333333333
52067,0,6861102,2011-02-11,8107001.984867591,2011,7.93,0.0,865208.3228247163
52462,0,0,2006-05-17,0.0,2006,6.55,0.0,0.0
52790,0,619042,2000-05-05,1076145.3692022264,2000,5.39,0.0,114850.09276437848
53113,0,0,1998-09-18,0.0,1998,4.69,0.0,0.0
53502,0,0,2010-05-13,0.0,2010,7.89,0.0,0.0
53862,0,9016377,1999-05-12,16630600.883858265,1999,5.08,0.0,1774877.3622047245
54702,450000,0,2004-09-10,0.0,2004,6.21,678985.5072463767,0.0
55180,0,0,1998-09-23,0.0,1998,4.69,0.0,0.0
55306,0,0,1997-06-13,0.0,1997,4.59,0.0,0.0
55561,0,537948,1997-01-01,1098164.0,1997,4.59,0.0,117200.0
55567,0,531826,2010-07-16,631585.5031685678,2010,7.89,0.0,67405.06970849176
55616,1596010,0,2002-02-28,0.0,2002,5.81,2573943.838209983,0.0
55831,0,0,2005-08-05,0.0,2005,6.41,0.0,0.0
56491,1000000,0,2006-04-21,0.0,2006,6.55,1430534.3511450381,0.0
56715,40000000,0,2001-04-06,0.0,2001,5.66,66219081.272084795,0.0
56930,0,0,1947-12-27,0,1947,0,0,0
57022,0,0,2002-06-21,0.0,2002,5.81,0.0,0.0
57120,0,876302,2010-09-05,1040678.040557668,2010,7.89,0.0,111064.89226869456
57825,7000000,0,2004-02-11,0.0,2004,6.21,10561996.779388083,0.0
57876,5000000,7556,2015-05-15,8398.543297746144,2015,8.43,5557532.62158956,896.3226571767498
57943,0,0,1998-02-01,0.0,1998,4.69,0.0,0.0
58048,17000000,2315683,1986-08-29,5848503.964959568,1986,3.71,42935309.97304582,624173.3153638814
58492,0,621951,2011-04-22,734890.3997477932,2011,7.93,0.0,78430.13871374527
58626,6000000,0,2011-04-02,0.0,2011,7.93,7089533.41740227,0.0
59457,3100000,0,2010-07-15,0.0,2010,7.89,3681495.5640050694,0.0
59917,1200000,0,1970-05-27,0.0,1970,1.55,7254193.548387095,0.0
59930,0,8880705,1994-04-22,19907226.279904306,1994,4.18,0.0,2124570.5741626797
60400,0,0,1940-01-19,0.0,1940,0.24,0.0,0.0
60463,0,0,2008-10-21,0.0,2008,7.18,0.0,0.0
61038,2450000,0,2011-05-13,0.0,2011,7.93,2894892.8121059267,0.0
61337,0,0,1997-10-31,0.0,1997,4.59,0.0,0.0
62008,0,0,2012-02-23,0.0,2012,7.96,0.0,0.0
62255,6500000,0,2010-05-20,0.0,2010,7.89,7719264.892268694,0.0
62402,0,0,2004-09-24,0.0,2004,6.21,0.0,0.0
62677,0,0,2001-03-01,0.0,2001,5.66,0.0,0.0
62728,0,0,2010-09-13,0.0,2010,7.89,0.0,0.0
63287,1000000,0,2008-06-20,0.0,2008,7.18,1305013.9275766015,0.0
63574,0,0,2012-01-13,0.0,2012,7.96,0.0,0.0
64678,0,1406224,2011-06-17,1661578.6733921815,2011,7.93,0.0,177329.6343001261
64973,0,0,2005-01-28,0.0,2005,6.41,0.0,0.0
65448,0,0,1979-12-01,0.0,1979,2.51,0.0,0.0
66025,0,330048,2011-02-11,389981.05422446405,2011,7.93,0.0,41620.17654476671
66125,0,0,2011-08-04,0.0,2011,7.93,0.0,0.0
66195,0,14870,2010-07-01,17659.302915082382,2010,7.89,0.0,1884.664131812421
66468,0,2592808,2010-10-15,3079164.887198986,2010,7.89,0.0,328619.5183776933
66607,0,0,2011-03-18,0.0,2011,7.93,0.0,0.0
66767,10000000,0,2011-06-10,0.0,2011,7.93,11815889.029003784,0.0
66942,2902660,0,2011-08-19,0.0,2011,7.93,3429750.844892812,0.0
67238,7,70,2005-03-12,102.32449297971917,2005,6.41,10.232449297971916,10.920436817472698
67373,0,0,2005-01-01,0.0,2005,6.41,0.0,0.0
67911,10000000,0,2011-09-09,0.0,2011,7.93,11815889.029003784,0.0
68202,4,0,2011-06-29,0.0,2011,7.93,4.726355611601513,0.0
68412,0,0,2010-01-01,0.0,2010,7.89,0.0,0.0
68684,10000000,0,2011-03-16,0.0,2011,7.93,11815889.029003784,0.0
68818,0,987883,2011-08-31,1167271.5901639345,2011,7.93,0.0,124575.40983606558
69270,13000000,0,2010-01-01,0.0,2010,7.89,15438529.784537388,0.0
69382,0,0,2007-07-08,0.0,2007,6.88,0.0,0.0
69640,0,0,2010-10-03,0.0,2010,7.89,0.0,0.0
69848,0,0,1999-08-02,0.0,1999,5.08,0.0,0.0
70006,3000000,0,2011-09-13,0.0,2011,7.93,3544766.708701135,0.0
70670,0,18962444,2011-08-04,22405813.402269863,2011,7.93,0.0,2391228.751576293
70687,250000,0,1997-06-06,0.0,1997,4.59,510348.58387799567,0.0
71805,8500000,15024232,1990-10-03,33280627.385342784,1990,4.23,18828605.200945623,3551827.895981087
71864,25000000,56012642,2012-08-15,65934479.339195974,2012,7.96,29428391.959798995,7036764.070351759
71866,0,0,2009-09-14,0.0,2009,7.5,0.0,0.0
72086,0,0,1971-01-01,0.0,1971,1.65,0.0,0.0
72359,15,0,2013-05-09,0.0,2013,8.13,17.287822878228777,0.0
72766,9000,0,2011-12-26,0.0,2011,7.93,10634.300126103404,0.0
72913,1200000,0,2010-07-14,0.0,2010,7.89,1425095.0570342205,0.0
72914,0,0,2010-04-16,0.0,2010,7.89,0.0,0.0
73511,0,0,2005-10-21,0.0,2005,6.41,0.0,0.0
73935,16000000,0,2012-08-25,0.0,2012,7.96,18834170.854271356,0.0
74457,0,0,2011-08-26,0.0,2011,7.93,0.0,0.0
74510,0,0,2011-09-09,0.0,2011,7.93,0.0,0.0
74536,15000000,0,2011-11-04,0.0,2011,7.93,17723833.543505676,0.0
74777,70000,0,2011-03-03,0.0,2011,7.93,82711.22320302649,0.0
75033,15000000,0,2011-09-16,0.0,2011,7.93,17723833.543505676,0.0
75861,3400000,0,2015-03-13,0.0,2015,8.43,3779122.182680901,0.0
75986,550000,5269990,1983-04-01,15676128.984126981,1983,3.15,1636031.7460317458,1673012.6984126985
76640,30000000,0,2013-01-12,0.0,2013,8.13,34575645.75645755,0.0
76706,0,0,2010-12-01,0.0,2010,7.89,0.0,0.0
77156,0,0,1978-11-22,0.0,1978,2.34,0.0,0.0
77332,0,0,2000-01-24,0.0,2000,5.39,0.0,0.0
77875,35000000,0,2012-11-29,0.0,2012,7.96,41199748.743718594,0.0
77934,250000,0,2010-11-28,0.0,2010,7.89,296894.8035487959,0.0
77953,95000000,104907746,2012-08-09,123490650.7562814,2012,7.96,111827889.44723618,13179365.075376885
78307,0,0,2004-09-11,0.0,2004,6.21,0.0,0.0
78373,0,565592,1998-05-01,1129978.0469083153,1998,4.69,0.0,120595.30916844349
78381,7000000,1300000,2011-09-10,1536065.5737704919,2011,7.93,8271122.3203026485,163934.42622950822
78705,0,0,2004-09-21,0.0,2004,6.21,0.0,0.0
78814,0,0,2011-11-12,0.0,2011,7.93,0.0,0.0
79161,0,0,2006-10-18,0.0,2006,6.55,0.0,0.0
79587,3,0,2009-01-15,0.0,2009,7.5,3.7479999999999993,0.0
79698,27000000,0,2015-02-13,0.0,2015,8.43,30010676.156583626,0.0
79940,0,0,2012-03-02,0.0,2012,7.96,0.0,0.0
80215,0,0,2012-05-18,0.0,2012,7.96,0.0,0.0
80271,11000000,0,2012-02-10,0.0,2012,7.96,12948492.462311557,0.0
80304,0,0,2012-03-15,0.0,2012,7.96,0.0,0.0
80468,300000,0,2011-04-14,0.0,2011,7.93,354476.6708701135,0.0
81220,500000,0,2001-11-02,0.0,2001,5.66,827738.51590106,0.0
82533,0,0,2012-04-06,0.0,2012,7.96,0.0,0.0
82631,0,5310554,2012-09-28,6251242.585427135,2012,7.96,0.0,667155.0251256281
82684,0,0,2012-10-25,0.0,2012,7.96,0.0,0.0
83588,2000000,2368060,2012-10-12,2787527.9145728643,2012,7.96,2354271.3567839195,297494.97487437184
83860,1000000,5396618,2011-10-30,6376583.941992434,2011,7.93,1181588.9029003782,680531.9041614124
84178,0,0,2012-01-21,0.0,2012,7.96,0.0,0.0
84184,0,3094813,2012-08-03,3643014.800251256,2012,7.96,0.0,388795.6030150754
84188,270000,319285,2012-08-23,375841.7650753769,2012,7.96,317826.6331658291,40111.18090452261
84197,0,0,2013-04-19,0.0,2013,8.13,0.0,0.0
84204,0,0,2012-08-10,0.0,2012,7.96,0.0,0.0
84318,0,0,2012-09-28,0.0,2012,7.96,0.0,0.0
85860,0,0,2011-03-13,0.0,2011,7.93,0.0,0.0
86304,20000,0,2011-10-26,0.0,2011,7.93,23631.778058007567,0.0
86549,0,0,2011-06-09,0.0,2011,7.93,0.0,0.0
86812,0,0,2011-01-22,0.0,2011,7.93,0.0,0.0
87825,0,0,2012-09-21,0.0,2012,7.96,0.0,0.0
87826,0,73100172,2012-10-11,86048820.55778894,2012,7.96,0.0,9183438.693467338
87943,0,0,2005-09-03,0.0,2005,6.41,0.0,0.0
89325,0,0,2012-04-20,0.0,2012,7.96,0.0,0.0
89708,4000000,0,2011-09-16,0.0,2011,7.93,4726355.611601513,0.0
89857,0,0,2012-03-06,0.0,2012,7.96,0.0,0.0
89861,0,0,1998-06-12,0.0,1998,4.69,0.0,0.0
90369,0,2699265,2012-05-25,3177401.1369346734,2012,7.96,0.0,339103.6432160804
91076,0,0,1998-05-21,0.0,1998,4.69,0.0,0.0
91122,0,0,2009-09-19,0.0,2009,7.5,0.0,0.0
91586,5000000,0,2013-09-12,0.0,2013,8.13,5762607.62607626,0.0
91721,0,0,1964-01-01,0.0,1964,0.93,0.0,0.0
92635,1000000,0,2012-03-16,0.0,2012,7.96,1177135.6783919598,0.0
93856,0,18112929,2012-05-24,21321374.9660804,2012,7.96,0.0,2275493.5929648243
94072,0,0,1991-06-13,0.0,1991,4.21,0.0,0.0
94352,0,34153101,2012-11-09,40202833.71482412,2012,7.96,0.0,4290590.577889447
95755,2000000,0,2012-03-10,0.0,2012,7.96,2354271.3567839195,0.0
96238,0,0,2002-07-12,0.0,2002,5.81,0.0,0.0
96724,0,68929150,2012-09-06,81138961.74623115,2012,7.96,0.0,8659440.95477387
98369,1250000,0,2012-04-13,0.0,2012,7.96,1471419.5979899496,0.0
98549,0,0,2011-03-03,0.0,2011,7.93,0.0,0.0
98557,1800000,0,2012-02-03,0.0,2012,7.96,2118844.2211055276,0.0
98568,0,0,2011-10-22,0.0,2011,7.93,0.0,0.0
99826,0,0,2002-01-16,0.0,2002,5.81,0.0,0.0
100275,0,1632,2012-04-22,1921.0854271356784,2012,7.96,0.0,205.0251256281407
100975,3000000,0,1999-10-21,0.0,1999,5.08,5533464.566929134,0.0
101179,0,0,2012-08-05,0.0,2012,7.96,0.0,0.0
102362,0,18074539,2013-03-08,20831295.25584255,2013,8.13,0.0,2223190.528905289
102840,0,0,2002-02-22,0.0,2002,5.81,0.0,0.0
103328,0,641100,2012-07-02,754661.6834170854,2012,7.96,0.0,80540.20100502513
103370,20000000,66899242,2012-06-29,78749484.61557789,2012,7.96,23542713.567839194,8404427.386934673
103903,7500000,0,2012-04-27,0.0,2012,7.96,8828517.587939698,0.0
104896,0,0,1999-08-27,0.0,1999,5.08,0.0,0.0
106845,9500000,0,2015-10-16,0.0,2015,8.43,10559311.981020166,0.0
107315,0,0,2011-10-22,0.0,2011,7.93,0.0,0.0
110683,0,0,1983-04-21,0.0,1983,3.15,0.0,0.0
111794,0,0,1998-01-01,0.0,1998,4.69,0.0,0.0
112456,1000000,0,2012-06-01,0.0,2012,7.96,1177135.6783919598,0.0
112937,0,0,2012-08-29,0.0,2012,7.96,0.0,0.0
113406,0,0,2012-04-28,0.0,2012,7.96,0.0,0.0
114065,0,0,2003-03-20,0.0,2003,6.03,0.0,0.0
114635,4000000,0,2012-10-27,0.0,2012,7.96,4708542.713567839,0.0
115872,0,0,1997-10-10,0.0,1997,4.59,0.0,0.0
116584,0,0,2006-04-24,0.0,2006,6.55,0.0,0.0
117942,500000,0,2012-03-28,0.0,2012,7.96,588567.8391959799,0.0
118612,0,0,2012-08-27,0.0,2012,7.96,0.0,0.0
118957,30000000,32500000,2012-09-05,38256909.54773869,2012,7.96,35314070.35175879,4082914.5728643215
119458,500000,15919,2012-08-10,18738.822864321606,2012,7.96,588567.8391959799,1999.8743718592964
119657,500,0,2012-03-01,0.0,2012,7.96,588.5678391959799,0.0
121676,0,0,2012-09-14,0.0,2012,7.96,0.0,0.0
121986,0,4069826,2013-05-17,4690562.0688806875,2013,8.13,0.0,500593.6039360393
122906,12000000,87100449,2013-08-16,100385142.32841326,2013,8.13,13830258.302583022,10713462.361623615
124606,0,0,1995-09-09,0.0,1995,4.35,0.0,0.0
125052,0,0,1997-01-21,0.0,1997,4.59,0.0,0.0
125123,0,0,1998-06-24,0.0,1998,4.69,0.0,0.0
125263,0,0,1998-04-18,0.0,1998,4.69,0.0,0.0
125490,2400000,0,2012-09-19,0.0,2012,7.96,2825125.6281407033,0.0
125537,0,0,1999-09-16,0.0,1999,5.08,0.0,0.0
126141,0,0,2004-12-05,0.0,2004,6.21,0.0,0.0
